#tactical-fusion-cyber/1	cwedetail	2026-09-24T01:35:04Z	MITRE CWE research view 1000, fetched 2026-09-23
CWE-1038	The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption.		[{"scopes":["Integrity"],"impacts":["Alter Execution Logic"],"note":"The optimizations alter the order of execution resulting in side effects that were not intended by the original developer."}]			[{"id":"CVE-2017-5715","description":"Intel, ARM, and AMD processor optimizations related to speculative execution and branch prediction cause access control checks to be bypassed when placing data into the cache. Often known as Spectre."},{"id":"CVE-2008-1685","description":"C compiler optimization, as allowed by specifications, removes code that is used to perform checks to detect integer overflows."}]
CWE-1039	The product uses an automated mechanism such as machine learning to recognize complex data inputs (e.g. image or audio) as a particular concept or category, but it does not properly detect or handle inputs that have been modified or constructed in a way that causes the mechanism to detect a different, incorrect concept.	When techniques such as machine learning are used to automatically classify input streams, and those classifications are used for security-critical decisions, then any mistake in classification can introduce a vulnerability that allows attackers to cause the product to make the wrong security decision or disrupt service of the automated mechanism. If the mechanism is not developed or trained with enough input data or has not adequately undergone test and evaluation, then attackers may be able to craft malicious inputs that intentionally trigger the incorrect classification. Targeted technologies include, but are not necessarily limited to: automated speech recognition automated image recognition automated cyber defense Chatbot, LLMs, generative AI For example, an attacker might modify road signs or road surface markings to trick autonomous vehicles into misreading the sign/marking and performing a dangerous action. Another example includes an attacker that crafts highly specific and complex prompts to jailbreak a chatbot to bypass safety or privacy mechanisms, better known as prompt injection attacks.	[{"scopes":["Integrity"],"impacts":["Bypass Protection Mechanism"],"note":"When the automated recognition is used in a protection mechanism, an attacker may be able to craft inputs that are misinterpreted in a way that grants excess privileges."},{"scopes":["Availability"],"impacts":["DoS: Resource Consumption (Other)","DoS: Instability"],"note":"There could be disruption to the service of the automated recognition system, which could cause further downstream failures of the software."},{"scopes":["Confidentiality"],"impacts":["Read Application Data"],"note":"This weakness could lead to breaches of data privacy through exposing features of the training data, e.g., by using membership inference attacks or prompt injection attacks."},{"scopes":["Other"],"impacts":["Varies by Context"],"note":"The consequences depend on how the application applies or integrates the affected algorithm."}]	[{"phase":"Architecture and Design","description":"Algorithmic modifications such as model pruning or compression can help mitigate this weakness. Model pruning ensures that only weights that are most relevant to the task are used in the inference of incoming data and has shown resilience to adversarial perturbed data."},{"phase":"Architecture and Design","description":"Consider implementing adversarial training, a method that introduces adversarial examples into the training data to promote robustness of algorithm at inference time."},{"phase":"Architecture and Design","description":"Consider implementing model hardening to fortify the internal structure of the algorithm, including techniques such as regularization and optimization to desensitize algorithms to minor input perturbations and/or changes."},{"phase":"Implementation","description":"Consider implementing multiple models or using model ensembling techniques to improve robustness of individual model weaknesses against adversarial input perturbations."},{"phase":"Implementation","description":"Incorporate uncertainty estimations into the algorithm that trigger human intervention or secondary/fallback software when reached. This could be when inference predictions and confidence scores are abnormally high/low comparative to expected model performance."},{"phase":"Integration","description":"Reactive defenses such as input sanitization, defensive distillation, and input transformations can all be implemented before input data reaches the algorithm for inference."},{"phase":"Integration","description":"Consider reducing the output granularity of the inference/prediction such that attackers cannot gain additional information due to leakage in order to craft adversarially perturbed data."}]	[{"method":"Dynamic Analysis with Manual Results Interpretation","description":"Use indicators from model performance deviations such as sudden drops in accuracy or unexpected outputs to verify the model."},{"method":"Dynamic Analysis with Manual Results Interpretation","description":"Use indicators from input data collection mechanisms to verify that inputs are statistically within the distribution of the training and test data."},{"method":"Architecture or Design Review","description":"Use multiple models or model ensembling techniques to check for consistency of predictions/inferences."}]	[{"id":"CVE-2025-26644","description":"biometric authentication capability allows attackers to spoof biometric data and bypass authentication using adversarial input perturbations that cause the ML model to accepting the input"}]
CWE-104	If a form bean does not extend an ActionForm subclass of the Validator framework, it can expose the application to other weaknesses related to insufficient input validation.		[{"scopes":["Other"],"impacts":["Other"],"note":"Bypassing the validation framework for a form exposes the application to numerous types of attacks. Unchecked input is an important component of vulnerabilities like cross-site scripting, process control, and SQL injection."},{"scopes":["Confidentiality","Integrity","Availability","Other"],"impacts":["Other"],"note":"Although J2EE applications are not generally susceptible to memory corruption attacks, if a J2EE application interfaces with native code that does not perform array bounds checking, an attacker may be able to use an input validation mistake in the J2EE application to launch a buffer overflow attack."}]	[{"phase":"Implementation","description":"Ensure that all forms extend one of the Validation Classes."}]	[{"method":"Automated Static Analysis","description":"Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to execute it. Typically, this is done by building a model of data flow and control flow, then searching for potentially-vulnerable patterns that connect sources (origins of input) with sinks (destinations where the data interacts with external components, a lower layer such as the OS, etc.)","effectiveness":"High"}]	
CWE-1041	The product has multiple functions, methods, procedures, macros, etc. that contain the same code.		[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. For example, if there are two copies of the same code, the programmer might fix a weakness in one copy while forgetting to fix the same weakness in another copy."}]	[{"phase":"Implementation","description":"Merge common functionality into a single function and then call that function from across the entire code base."}]	[{"method":"Automated Static Analysis","description":"Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to execute it. Typically, this is done by building a model of data flow and control flow, then searching for potentially-vulnerable patterns that connect sources (origins of input) with sinks (destinations where the data interacts with external components, a lower layer such as the OS, etc.)"}]	
CWE-1042	The code contains a member element that is declared as static (but not final), in which its parent class element is not a singleton class - that is, a class element that can be used only once in the 'to' association of a Create action.		[{"scopes":["Other"],"impacts":["Reduce Performance"],"note":"This issue can make the product perform more slowly. If the relevant code is reachable by an attacker, then this performance problem might introduce a vulnerability."}]			
CWE-1043	The product uses a data element that has an excessively large number of sub-elements with non-primitive data types such as structures or aggregated objects.	While the interpretation of excessively large may vary for each product or developer, CISQ recommends a default of 5 sub-elements.	[{"scopes":["Other"],"impacts":["Reduce Performance"],"note":"This issue can make the product perform more slowly. If the relevant code is reachable by an attacker, then this performance problem might introduce a vulnerability."}]			
CWE-1044	The product's architecture contains too many - or too few - horizontal layers.	While the interpretation of expected range may vary for each product or developer, CISQ recommends a default minimum of 4 layers and maximum of 8 layers.	[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It also might make it easier to introduce vulnerabilities."}]			
CWE-1045	A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor.		[{"scopes":["Other"],"impacts":["Reduce Reliability"],"note":"This issue can prevent the product from running reliably, since the child might not perform essential destruction operations. If the relevant code is reachable by an attacker, then this reliability problem might introduce a vulnerability, such as a memory leak (CWE-401)."}]			
CWE-1046	The product creates an immutable text string using string concatenation operations.	When building a string via a looping feature (e.g., a FOR or WHILE loop), the use of += to append to the existing string will result in the creation of a new object with each iteration, which can be inefficient in comparison with use of text buffer data elements.	[{"scopes":["Other"],"impacts":["Reduce Performance"],"note":"This issue can make the product perform more slowly. If the relevant code is reachable by an attacker, then this could be influenced to create performance problem."}]			
CWE-1047	The product contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies.	As an example, with Java, this weakness might indicate cycles between packages.	[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to maintain the product due to insufficient modularity, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It can also prevent the product from running reliably. If the relevant code is reachable by an attacker, then this reliability problem might introduce a vulnerability."}]			
CWE-1048	The code contains callable control elements that contain an excessively large number of references to other application objects external to the context of the callable, i.e. a Fan-Out value that is excessively large.	While the interpretation of excessively large Fan-Out value may vary for each product or developer, CISQ recommends a default of 5 referenced objects.	[{"scopes":["Other"],"impacts":["Reduce Maintainability","Increase Analytical Complexity"],"note":"This issue makes it more difficult to maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It also might make it easier to introduce vulnerabilities."}]			
CWE-1049	The product performs a data query with a large number of joins and sub-queries on a large data table.	While the interpretation of large data table and large number of joins or sub-queries may vary for each product or developer, CISQ recommends a default of 1 million rows for a large data table, a default minimum of 5 joins, and a default minimum of 3 sub-queries.	[{"scopes":["Other"],"impacts":["Reduce Performance"],"note":"This issue can make the product perform more slowly. If the relevant code is reachable by an attacker, then this performance problem might introduce a vulnerability."}]			
CWE-105	The product has a form field that is not validated by a corresponding validation form, which can introduce other weaknesses related to insufficient input validation.	Omitting validation for even a single input field may give attackers the leeway they need to compromise the product. Although J2EE applications are not generally susceptible to memory corruption attacks, if a J2EE application interfaces with native code that does not perform array bounds checking, an attacker may be able to use an input validation mistake in the J2EE application to launch a buffer overflow attack.	[{"scopes":["Integrity"],"impacts":["Unexpected State"]},{"scopes":["Integrity"],"impacts":["Bypass Protection Mechanism"],"note":"If unused fields are not validated, shared business logic in an action may allow attackers to bypass the validation checks that are performed for other uses of the form."}]	[{"phase":"Implementation","description":"Validate all form fields. If a field is unused, it is still important to constrain it so that it is empty or undefined."}]		
CWE-1050	The product has a loop body or loop condition that contains a control element that directly or indirectly consumes platform resources, e.g. messaging, sessions, locks, or file descriptors.		[{"scopes":["Availability"],"impacts":["DoS: Resource Consumption (CPU)","DoS: Resource Consumption (Memory)","DoS: Resource Consumption (Other)","Reduce Performance"],"note":"This issue can make the product perform more slowly. If an attacker can influence the number of iterations in the loop, then this performance problem might allow a denial of service by consuming more platform resources than intended."}]			
CWE-1051	The product initializes data using hard-coded values that act as network resource identifiers.		[{"scopes":["Other"],"impacts":["Reduce Reliability"],"note":"This issue can prevent the product from running reliably, e.g. if it runs in an environment does not use the hard-coded network resource identifiers. If the relevant code is reachable by an attacker, then this reliability problem might introduce a vulnerability."}]			
CWE-1052	The product initializes a data element using a hard-coded literal that is not a simple integer or static constant element.		[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to modify or maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It also might make it easier to introduce vulnerabilities."}]			
CWE-1053	The product does not have documentation that represents how it is designed.		[{"scopes":["Other"],"impacts":["Reduce Maintainability","Increase Analytical Complexity"],"note":"This issue can make it more difficult to understand and maintain the product. It can make it more difficult and time-consuming to detect and/or fix vulnerabilities."}]			
CWE-1054	The code at one architectural layer invokes code that resides at a deeper layer than the adjacent layer, i.e., the invocation skips at least one layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer.		[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to understand and maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It also might make it easier to introduce vulnerabilities."}]			
CWE-1055	The product contains a class with inheritance from more than one concrete class.		[{"scopes":["Other"],"impacts":["Reduce Maintainability"],"note":"This issue makes it more difficult to maintain the product, which indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. It also might make it easier to introduce vulnerabilities."}]		[{"method":"Automated Static Analysis","description":"Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to execute it. Typically, this is done by building a model of data flow and control flow, then searching for potentially-vulnerable patterns that connect sources (origins of input) with sinks (destinations where the data interacts with external components, a lower layer such as the OS, etc.)"}]	
CWE-1056	A named-callable or method control element has a signature that supports a variable (variadic) number of parameters or arguments.		[{"scopes":["Other"],"impacts":["Reduce Reliability"],"note":"This issue can prevent the product from running reliably. If the relevant code is reachable by an attacker, then this reliability problem might introduce a vulnerability. With variadic arguments, it can be difficult or inefficient for manual analysis to be certain of which function/method is being invoked."}]		[{"method":"Automated Static Analysis","description":"Automated static analysis, commonly referred to as Static Application Security Testing (SAST), can find some instances of this weakness by analyzing source code (or binary/compiled code) without having to execute it. Typically, this is done by building a model of data flow and control flow, then searching for potentially-vulnerable patterns that connect sources (origins of input) with sinks (destinations where the data interacts with external components, a lower layer such as the OS, etc.)","effectiveness":"High"}]	
CWE-1057	The product uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager.		[{"scopes":["Availability"],"impacts":["Reduce Performance"],"note":"This issue can make the product perform more slowly than intended, since the intended central data manager may have been explicitly optimized for performance or other quality characteristics. If the relevant code is reachable by an attacker, then this performance problem might introduce a vulnerability."}]			
CWE-1058	The code contains a function or method that operates in a multi-threaded environment but owns an unsafe non-final static storable or member data element.		[{"scopes":["Other"],"impacts":["Reduce Reliability"],"note":"This issue can prevent the product from running reliably. If the relevant code is reachable by an attacker, then this reliability problem might introduce a vulnerability."}]			
CWE-1059	The product does not contain sufficient technical or engineering documentation (whether on paper or in electronic form) that contains descriptions of all the relevant software/hardware elements of the product, such as its usage, structure, architectural components, interfaces, design, implementation, configuration, operation, etc.	When technical documentation is limited or lacking, products are more difficult to maintain. This indirectly affects security by making it more difficult or time-consuming to find and/or fix vulnerabilities. When using time-limited or labor-limited third-party/in-house security consulting services (such as threat modeling, vulnerability discovery, or pentesting), insufficient documentation can force those consultants to invest unnecessary time in learning how the product is organized, instead of focusing their expertise on finding the flaws or suggesting effective mitigations. With respect to hardware design, the lack of a formal, final manufacturer reference can make it difficult or impossible to evaluate the final product, including post-manufacture verification. One cannot ensure that design functionality or operation is within acceptable tolerances, conforms to specifications, and is free from unexpected behavior. Hardware-related documentation may include engineering artifacts such as hardware description language (HDLs), netlists, Gerber files, Bills of Materials, EDA (Electronic Design Automation) tool files, etc.	[{"scopes":["Other"],"impacts":["Varies by Context","Hide Activities","Reduce Reliability","Quality Degradation","Reduce Maintainability"],"note":"Without a method of verification, one cannot be sure that everything only functions as expected."}]	[{"phase":"Documentation Architecture and Design","description":"Ensure that design documentation is detailed enough to allow for post-manufacturing verification."}]		[{"id":"CVE-2022-3203","description":"A wireless access point manual specifies that the only method of configuration is via web interface (CWE-1059), but there is an undisclosed telnet server that was activated by default (CWE-912)."}]
CWE-106	When an application does not use an input validation framework such as the Struts Validator, there is a greater risk of introducing weaknesses related to insufficient input validation.	Unchecked input is the leading cause of vulnerabilities in J2EE applications. Unchecked input leads to cross-site scripting, process control, and SQL injection vulnerabilities, among others. Although J2EE applications are not generally susceptible to memory corruption attacks, if a J2EE application interfaces with native code that does not perform array bounds checking, an attacker may be able to use an input validation mistake in the J2EE application to launch a buffer overflow attack.	[{"scopes":["Integrity"],"impacts":["Unexpected State"]}]	[{"phase":"Architecture and Design","strategy":"Input Validation","description":"Use an input validation framework such as Struts."},{"phase":"Architecture and Design","strategy":"Libraries or Frameworks","description":"Use an input validation framework such as Struts."},{"phase":"Implementation","strategy":"Input Validation","description":"Use the Struts Validator to validate all program input before it is processed by the application. Ensure that there are no holes in the configuration of the Struts Validator. Example uses of the validator include checking to ensure that: Phone number fields contain only valid characters in phone numbers Boolean values are only T or F Free-form strings are of a reasonable length and composition"},{"phase":"Implementation","strategy":"Libraries or Frameworks","description":"Use the Struts Validator to validate all program input before it is processed by the application. Ensure that there are no holes in the configuration of the Struts Validator. Example uses of the validator include checking to ensure that: Phone number fields contain only valid characters in phone numbers Boolean values are only T or F Free-form strings are of a reasonable length and composition"}]		
